Key,CLIENT_CODE,FAMILY,CLIENT_NAME,DESCRIPTION,BASIC_DISCOUNT,DISCOUNT_2
24600-1123,24600,1123,ZEKICD.O.O.,SERR.FASCIAH=77MM.,50,15
24600-1802,24600,1802,ZEKICD.O.O.,CIL. OVALINI,50,10
24600-2805,24600,2805,ZEKICD.O.O.,C2000EURO,50,24
24600-3133,24600,3133,ZEKICD.O.O.,SERR.MONT.SICUREZZA,50,42
24600-3165,24600,3165,ZEKICD.O.O.,"NUOVAMULTITOPMECC.TESTATA2.300MM-15,5",50,20
24600-4115,24600,4115,ZEKICD.O.O.,SERR.MONT.CIL.EUROLOGO,50,38
24600-4801,24600,4801,ZEKICD.O.O.,LOGO EUROPEO,50,30
21207-0854,21207,0854,DBTD.O.O.,ALPHA PUSH APPLICARE,50,30
21207-0855,21207,0855,DBTD.O.O.,ALPHA TOUCH APPLICARE,50,30
21207-0887,21207,0887,DBTD.O.O.,ALPHA BARRA,50,30
21207-0888,21207,0888,DBTD.O.O.,ALPHA COMANDI ESTERNI,50,30
21207-080A,21207,080A,DBTD.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
21207-080K,21207,080K,DBTD.O.O.,ALPHA KIT,50,30
21207-0897,21207,0897,DBTD.O.O.,ALPHA INCONTRI ELETTRICI,50,10
21207-0898,21207,0898,DBTD.O.O.,ALPHA ACCESSORI,50,10
21207-1903,21207,1903,DBTD.O.O.,SBOZZI ASTRAL,50,0
21207-1SCE,21207,1SCE,DBTD.O.O.,CASS.SOLO CHIAVE ESTERNI 1 STELLA,50,20
21207-1106,21207,1106,DBTD.O.O.,FERROGLIETTI ZINCATI,50,0
21207-1218,21207,1218,DBTD.O.O.,SERR. DMI 2 MANDATE FERRO,50,0
21207-3042,21207,3042,DBTD.O.O.,SERR.EL.MONT.SICUREZZA,50,10
30000-0854,30000,0854,OSORPROMETD.O.O.,ALPHA PUSH APPLICARE,50,30
30000-0855,30000,0855,OSORPROMETD.O.O.,ALPHA TOUCH APPLICARE,50,30
30000-0887,30000,0887,OSORPROMETD.O.O.,ALPHA BARRA,50,30
30000-0888,30000,0888,OSORPROMETD.O.O.,ALPHA COMANDI ESTERNI,50,30
30000-080A,30000,080A,OSORPROMETD.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
30000-080K,30000,080K,OSORPROMETD.O.O.,ALPHA KIT,50,30
30000-0897,30000,0897,OSORPROMETD.O.O.,ALPHA INCONTRI ELETTRICI,50,0
30000-0898,30000,0898,OSORPROMETD.O.O.,ALPHA ACCESSORI,50,0
28879-0854,28879,0854,SUPERBRAVA,ALPHA PUSH APPLICARE,50,30
28879-0855,28879,0855,SUPERBRAVA,ALPHA TOUCH APPLICARE,50,30
28879-0887,28879,0887,SUPERBRAVA,ALPHA BARRA,50,30
28879-0888,28879,0888,SUPERBRAVA,ALPHA COMANDI ESTERNI,50,30
28879-080A,28879,080A,SUPERBRAVA,ALPHA CHIUSURE SUPPLEMENTARI,50,30
28879-080K,28879,080K,SUPERBRAVA,ALPHA KIT,50,30
28879-0897,28879,0897,SUPERBRAVA,ALPHA INCONTRI ELETTRICI,50,0
28879-0898,28879,0898,SUPERBRAVA,ALPHA ACCESSORI,50,0
28879-3710,28879,3710,SUPERBRAVA,INOVATE EURO,50,28
18326-3710,18326,3710,BLINDOD.O.O.,INOVATE EURO,50,28
18326-1903,18326,1903,BLINDOD.O.O.,SBOZZI ASTRAL,50,0
28583-0854,28583,0854,MARINEXPERTD.O.O.,ALPHA PUSH APPLICARE,50,30
28583-0855,28583,0855,MARINEXPERTD.O.O.,ALPHA TOUCH APPLICARE,50,30
28583-0887,28583,0887,MARINEXPERTD.O.O.,ALPHA BARRA,50,30
28583-0888,28583,0888,MARINEXPERTD.O.O.,ALPHA COMANDI ESTERNI,50,30
28583-080A,28583,080A,MARINEXPERTD.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
28583-080K,28583,080K,MARINEXPERTD.O.O.,ALPHA KIT,50,30
28583-0897,28583,0897,MARINEXPERTD.O.O.,ALPHA INCONTRI ELETTRICI,50,0
28583-0898,28583,0898,MARINEXPERTD.O.O.,ALPHA ACCESSORI,50,0
30441-0854,30441,0854,TODOD.O.O.,ALPHA PUSH APPLICARE,50,30
30441-0855,30441,0855,TODOD.O.O.,ALPHA TOUCH APPLICARE,50,30
30441-0887,30441,0887,TODOD.O.O.,ALPHA BARRA,50,30
30441-0888,30441,0888,TODOD.O.O.,ALPHA COMANDI ESTERNI,50,30
30441-080A,30441,080A,TODOD.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
30441-080K,30441,080K,TODOD.O.O.,ALPHA KIT,50,30
30441-0897,30441,0897,TODOD.O.O.,ALPHA INCONTRI ELETTRICI,50,0
30441-0898,30441,0898,TODOD.O.O.,ALPHA ACCESSORI,50,0
24600-0854,24600,0854,ZEKICD.O.O.,ALPHA PUSH APPLICARE,50,30
24600-0855,24600,0855,ZEKICD.O.O.,ALPHA TOUCH APPLICARE,50,30
24600-0887,24600,0887,ZEKICD.O.O.,ALPHA BARRA,50,30
24600-0888,24600,0888,ZEKICD.O.O.,ALPHA COMANDI ESTERNI,50,30
24600-080A,24600,080A,ZEKICD.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
24600-080K,24600,080K,ZEKICD.O.O.,ALPHA KIT,50,30
24600-0897,24600,0897,ZEKICD.O.O.,ALPHA INCONTRI ELETTRICI,50,0
24600-0898,24600,0898,ZEKICD.O.O.,ALPHA ACCESSORI,50,0
29859-0854,29859,0854,KOLNOAVRATADOO,ALPHA PUSH APPLICARE,50,30
29859-0855,29859,0855,KOLNOAVRATADOO,ALPHA TOUCH APPLICARE,50,30
29859-0887,29859,0887,KOLNOAVRATADOO,ALPHA BARRA,50,30
29859-0888,29859,0888,KOLNOAVRATADOO,ALPHA COMANDI ESTERNI,50,30
29859-080A,29859,080A,KOLNOAVRATADOO,ALPHA CHIUSURE SUPPLEMENTARI,50,30
29859-080K,29859,080K,KOLNOAVRATADOO,ALPHA KIT,50,30
29859-0897,29859,0897,KOLNOAVRATADOO,ALPHA INCONTRI ELETTRICI,50,0
29859-0898,29859,0898,KOLNOAVRATADOO,ALPHA ACCESSORI,50,0
29859-0986,29859,0986,KOLNOAVRATADOO,ACCESSORI PER SERR. TAGLIAFUOCO,50,0
29859-0725,29859,0725,KOLNOAVRATADOO,CHIUDIPORTA HIGH EFFICIENCY,50,16
29859-0786,29859,0786,KOLNOAVRATADOO,BARRE MANIGLIONI STANDARD,50,40
29859-2830,29859,2830,KOLNOAVRATADOO,ASIX EURO,50,10
29859-2836,29859,2836,KOLNOAVRATADOO,ASIX P8 EURO,50,22
29859-4801,29859,4801,KOLNOAVRATADOO,LOGO EUROPEO,50,45
29859-2805,29859,2805,KOLNOAVRATADOO,C2000 EURO,50,15
29859-2807,29859,2807,KOLNOAVRATADOO,C2000 VARI,50,15
29859-2850,29859,2850,KOLNOAVRATADOO,ASTRAL EURO,50,30
29859-2862,29859,2862,KOLNOAVRATADOO,ASTRAL S FRIZ.,50,30
29859-3875,29859,3875,KOLNOAVRATADOO,AP4 EURO,50,30
29859-3880,29859,3880,KOLNOAVRATADOO,NEW RS3,50,20
29859-3610,29859,3610,KOLNOAVRATADOO,CISA ACCIAIO AD ARCO,50,29
29859-3640,29859,3640,KOLNOAVRATADOO,CISA ACCIAIO RETTANGOLARI,50,5
29859-4515,29859,4515,KOLNOAVRATADOO,LOGO,50,30
29859-4517,29859,4517,KOLNOAVRATADOO,LOGO,50,30
29859-4518,29859,4518,KOLNOAVRATADOO,LOGO.LINE INCAMICIATI,50,30
29859-4519,29859,4519,KOLNOAVRATADOO,LUCCHETTI CISA LOGOLINE IN SKIN PACK,50,30
29859-4520,29859,4520,KOLNOAVRATADOO,LUCCHETTI CON COMBINAZIONE VARIABILE CISA LO,50,30
29859-4523,29859,4523,KOLNOAVRATADOO,LOGO L30,50,16
29859-4524,29859,4524,KOLNOAVRATADOO,LOGO L40,50,16
29859-4525,29859,4525,KOLNOAVRATADOO,LOGO L50,50,16
29859-4531,29859,4531,KOLNOAVRATADOO,LOGO L20,50,16
29859-4532,29859,4532,KOLNOAVRATADOO,LOGO L25,50,16
29859-4560,29859,4560,KOLNOAVRATADOO,LUCCH.LOCKING,50,16
29859-1050,29859,1050,KOLNOAVRATADOO,INCONTRO ELETTRICO PER LEGNO,50,19
29859-1052,29859,1052,KOLNOAVRATADOO,CORPI ELETTRICI,50,40
29859-3133,29859,3133,KOLNOAVRATADOO,SERR.MONT.SICUREZZA,50,43
29859-4133,29859,4133,KOLNOAVRATADOO,SERR.MONT.SICUREZZA,50,38
29859-4115,29859,4115,KOLNOAVRATADOO,SERR.MONT.CIL.EURO LOGO,50,38
29859-0975,29859,0975,KOLNOAVRATADOO,"CONTOPIASTRE IN METALLO PROFILI ""PORTA""",50,35
29859-0987,29859,0987,KOLNOAVRATADOO,CONTROPIASTRE IN METALLO PER SERR.ALLUMINIO,50,35
29859-0981,29859,0981,KOLNOAVRATADOO,ACCESSORI SERR. ALLUMINIO,50,10
29859-3165,29859,3165,KOLNOAVRATADOO,NUOVA MULTITOP MECC.TESTATA 2.300 MM ,50,22
29859-3168,29859,3168,KOLNOAVRATADOO,MULTIPUNTO AUTOMATICA,50,15
29859-3066,29859,3066,KOLNOAVRATADOO,ATTUATORE ELETTRICO PER SERR.AUTOMATICA,50,15
29859-2147,29859,2147,KOLNOAVRATADOO,SERRATURA MULTIPUNTO ANTIPANICO,50,35
29859-2143,29859,2143,KOLNOAVRATADOO,SERR.MECCANICA INFILARE FIRE,50,25
29859-2144,29859,2144,KOLNOAVRATADOO,SERRATURA MONTANTE ANTIPANICO SIKUREXIT,50,35
29859-2145,29859,2145,KOLNOAVRATADOO,SERR. MECC. MONT. ANTIPANICO FIRE,50,25
29859-2146,29859,2146,KOLNOAVRATADOO,SERR. MECC.INFILARE ANTIPANICO FERRO,50,45
29859-0718,29859,0718,KOLNOAVRATADOO,CHIUDIPORTA 60450 CREMAGLIERA,50,16
29859-0711,29859,0711,KOLNOAVRATADOO,CHIUDIPORTA 604 A CREMAGLIERA,50,45
32668-0712,32668,0712,SERVISZABRAVE,CHIUDIPORTA 605 A CREMAGLIERA,50,45
32668-0718,32668,0718,SERVISZABRAVE,CHIUDIPORTA 60450 CREMAGLIERA,50,0
32668-0751,32668,0751,SERVISZABRAVE,MANIGLIONI ANTIP. X SERR. INF.,50,40
32668-0769,32668,0769,SERVISZABRAVE,CASS.EST.CHIAVE+COMB. 3 POM.,50,0
32668-0783,32668,0783,SERVISZABRAVE,DGT VISION DA ESTERNI,50,31
32668-0787,32668,0787,SERVISZABRAVE,BARRE MANIGLIONI EUROPA,50,40
32668-0788,32668,0788,SERVISZABRAVE,COMANDIEST.MAN.STANDARDNG,50,38
32668-0980,32668,0980,SERVISZABRAVE,ACC.CILINDRI,50,76
32668-0985,32668,0985,SERVISZABRAVE,ACCESSORI PER LUCCHETTI,50,0
32668-1359,32668,1359,SERVISZABRAVE,PUBBLICITA',50,0
32668-2145,32668,2145,SERVISZABRAVE,SERR. MECC. MONT. ANTIPANICO FIRE,50,25
32668-2146,32668,2146,SERVISZABRAVE,SERR. MECC.INFILARE ANTIPANICO FERRO,50,45
32668-2191,32668,2191,SERVISZABRAVE,SERR. D.T. DM+CIL,50,24
32668-2200,32668,2200,SERVISZABRAVE,SERR.CIL.APPLICARE X P.BLINDATE,50,24
32668-2204,32668,2204,SERVISZABRAVE,SERR.CIL.APPLICARE (L.C.) X PORTE BLINDATE,50,15
32668-2207,32668,2207,SERVISZABRAVE,SERR.DMA 6NOT. X P.BLINDATE,50,24
32668-2214,32668,2214,SERVISZABRAVE,SERR.CIL.INFILARE X PORTE BLINDATE (L.C.),50,15
32668-2219,32668,2219,SERVISZABRAVE,MULTIPUNTO CILINDRO,50,0
32668-3200,32668,3200,SERVISZABRAVE,SERR.CIL.APPLICARE X P.BLINDATE (TIPO M),50,35
32668-3207,32668,3207,SERVISZABRAVE,SERR.DMA 6NOT. X P. BLINDATE (TIPO M),50,35
32668-3640,32668,3640,SERVISZABRAVE,CISA ACCIAIO RETTANGOLARI,50,5
32668-3875,32668,3875,SERVISZABRAVE,AP4 EURO,50,30
32668-3876,32668,3876,SERVISZABRAVE,AP4 VARI,50,30
32668-3877,32668,3877,SERVISZABRAVE,AP4SMONTATO,50,30
32668-3878,32668,3878,SERVISZABRAVE,AP4S MODULO,50,20
32668-0978,32668,0978,SERVISZABRAVE,ACC.MODULARE,50,20
32668-3910,32668,3910,SERVISZABRAVE,SBOZZO AP4,50,30
32668-4115,32668,4115,SERVISZABRAVE,SERR.MONT.CIL.EURO LOGO,50,38
32668-4519,32668,4519,SERVISZABRAVE,LUCCHETTI CISA LOGOLINE IN SKIN PACK,50,37
32668-4520,32668,4520,SERVISZABRAVE,LUCCHETTI CON COMBINAZIONE VARIABILE CISA LO,50,30
32668-4523,32668,4523,SERVISZABRAVE,LOGO L30,50,30
32668-4524,32668,4524,SERVISZABRAVE,LOGO L40,50,16
32668-4525,32668,4525,SERVISZABRAVE,LOGO L50,50,16
32668-4526,32668,4526,SERVISZABRAVE,LOGO L60,50,16
32668-4527,32668,4527,SERVISZABRAVE,LOGO L70,50,16
32668-4531,32668,4531,SERVISZABRAVE,LOGO L20,50,16
32668-4532,32668,4532,SERVISZABRAVE,LOGO L25,50,16
27910-0712,27910,0712,KOALJHD.O.O,CHIUDIPORTA605ACREMAGLIERA,50,45
27910-0725,27910,0725,KOALJHD.O.O,CHIUDIPORTAHIGHEFFICIENCY,50,48
27910-0756,27910,0756,KOALJHD.O.O,MANIGLIONEPUSHBARINFILAREFAST,50,38
27910-075E,27910,075E,KOALJHD.O.O,MANIGLIONE TOUCH BAR APPLICARE FAST ELETTRON,50,10
27910-0792,27910,0792,KOALJHD.O.O,ACCESSORIXCHIUDIPORTAAEREI,50,0
27910-2142,27910,2142,KOALJHD.O.O,SERR.MECC.MONT.FIREFERRO,50,0
27910-2143,27910,2143,KOALJHD.O.O,SERR.MECCANICAINFILAREFIRE,50,25
27910-3133,27910,3133,KOALJHD.O.O,SERR.MONT.SICUREZZA,50,5
27910-3165,27910,3165,KOALJHD.O.O,"NUOVAMULTITOPMECC.TESTATA2.300MM-15,5",50,20
30502-0712,30502,0712,OSORPROMETD.O.O.,CHIUDIPORTA605ACREMAGLIERA,50,45
30502-0792,30502,0792,OSORPROMETD.O.O.,ACCESSORIXCHIUDIPORTAAEREI,50,0
30502-0984,30502,0984,OSORPROMETD.O.O.,ACCESSORIPERPB,50,0
30502-2143,30502,2143,OSORPROMETD.O.O.,SERR.MECCANICAINFILAREFIRE,50,25
30502-2144,30502,2144,OSORPROMETD.O.O.,SERRATURAMONTANTEANTIPANICOSIKUREXIT,50,35
30502-2146,30502,2146,OSORPROMETD.O.O.,SERR.MECC.INFILAREANTIPANICOFERRO,50,45
30502-2200,30502,2200,OSORPROMETD.O.O.,SERR.CIL.APPLICAREXP.BLINDATE,50,24
30502-2202,30502,2202,OSORPROMETD.O.O.,SERR.ELETTRONICAXPORTEBLINDATE,50,19
30502-3165,30502,3165,OSORPROMETD.O.O.,"NUOVAMULTITOPMECC.TESTATA2.300MM-15,5",50,20
25108-2145,25108,2145,PANTALD.O.O.,SERR.MECC.MONT.ANTIPANICOFIRE,50,25
25108-4115,25108,4115,PANTALD.O.O.,SERR.MONT.CIL.EUROLOGO,50,44
25108-0754,25108,0754,PANTALD.O.O.,MANIGLIONEPUSHBARAPPLICAREFAST,50,25
25108-0786,25108,0786,PANTALD.O.O.,BARREMANIGLIONISTANDARD,50,25
25108-0787,25108,0787,PANTALD.O.O.,BARREMANIGLIONIEUROPA,50,25
25108-0788,25108,0788,PANTALD.O.O.,COMANDIEST.MAN.STANDARDNG,50,25
30873-0980,30873,0980,VLOMD.O.O.,ACC.CILINDRI,50,76
30873-2200,30873,2200,VLOMD.O.O.,SERR.CIL.APPLICAREXP.BLINDATE,50,40
30873-2836,30873,2836,VLOMD.O.O.,ASIXP8EURO,50,20
27910-0854,27910,0854,KOALJHD.O.O,ALPHA PUSH APPLICARE,50,30
27910-0855,27910,0855,KOALJHD.O.O,ALPHA TOUCH APPLICARE,50,30
27910-0887,27910,0887,KOALJHD.O.O,ALPHA BARRA,50,30
27910-0888,27910,0888,KOALJHD.O.O,ALPHA COMANDI ESTERNI,50,30
27910-080A,27910,080A,KOALJHD.O.O,ALPHA CHIUSURE SUPPLEMENTARI,50,30
27910-080K,27910,080K,KOALJHD.O.O,ALPHA KIT,50,30
27910-0897,27910,0897,KOALJHD.O.O,ALPHA INCONTRI ELETTRICI,50,0
27910-0898,27910,0898,KOALJHD.O.O,ALPHA ACCESSORI,50,0
25108-0854,25108,0854,PANTALD.O.O.,ALPHA PUSH APPLICARE,50,17
25108-0855,25108,0855,PANTALD.O.O.,ALPHA TOUCH APPLICARE,50,17
25108-0887,25108,0887,PANTALD.O.O.,ALPHA BARRA,50,17
25108-0888,25108,0888,PANTALD.O.O.,ALPHA COMANDI ESTERNI,50,17
25108-080A,25108,080A,PANTALD.O.O.,ALPHA CHIUSURE SUPPLEMENTARI,50,17
25108-080K,25108,080K,PANTALD.O.O.,ALPHA KIT,50,17
25108-0897,25108,0897,PANTALD.O.O.,ALPHA INCONTRI ELETTRICI,50,0
25108-0898,25108,0898,PANTALD.O.O.,ALPHA ACCESSORI,50,0
25108-0756,25108,0756,PANTALD.O.O.,MANIGLIONE PUSH BAR INFILARE FAST,50,25
26749-2153,26749,2153,ARPLTD.,SERRATURAMITOSTANDARDCINA,50,65
29523-0718,29523,0718,BERLINEREOOD,CHIUDIPORTA 60450 CREMAGLIERA,50,0
29523-0754,29523,0754,BERLINEREOOD,MANIGLIONEPUSHBARAPPLICAREFAST,50,38
29523-0787,29523,0787,BERLINEREOOD,BARREMANIGLIONIEUROPA,50,40
29523-0788,29523,0788,BERLINEREOOD,COMANDIEST.MAN.STANDARDNG,50,38
29523-079A,29523,079A,BERLINEREOOD,ACCESSORIMANIGLIONEFAST,50,38
29523-2805,29523,2805,BERLINEREOOD,C2000EURO,50,15
29523-3165,29523,3165,BERLINEREOOD,"NUOVAMULTITOPMECC.TESTATA2.300MM-15,5",50,25
29523-4115,29523,4115,BERLINEREOOD,SERR.MONT.CIL.EUROLOGO,50,38
29523-4801,29523,4801,BERLINEREOOD,LOGO EUROPEO,50,30
31455-0754,31455,0754,BIBIMILENMARINOVET,MANIGLIONEPUSHBARAPPLICAREFAST,50,38
31455-0787,31455,0787,BIBIMILENMARINOVET,BARREMANIGLIONIEUROPA,50,40
31455-0788,31455,0788,BIBIMILENMARINOVET,COMANDIEST.MAN.STANDARDNG,50,38
31455-0984,31455,0984,BIBIMILENMARINOVET,ACCESSORIPERPB,50,0
31455-2210,31455,2210,BIBIMILENMARINOVET,SERR.CIL.INFILAREXP.BLINDATE,50,24
31455-2212,31455,2212,BIBIMILENMARINOVET,SERR.INF.DMRICIFRABILE,50,24
25003-0984,25003,0984,INTESALTDSOFIA,ACCESSORIPERPB,50,15
25003-1122,25003,1122,INTESALTDSOFIA,SERR.FASCIA H=44 MM.,50,0
25003-2210,25003,2210,INTESALTDSOFIA,SERR.CIL.INFILAREXP.BLINDATE,50,24
25003-2212,25003,2212,INTESALTDSOFIA,SERR.INF.DMRICIFRABILE,50,39
28859-0754,28859,0754,PASADOORLTD,MANIGLIONEPUSHBARAPPLICAREFAST,50,38
28859-0787,28859,0787,PASADOORLTD,BARREMANIGLIONIEUROPA,50,40
28859-0788,28859,0788,PASADOORLTD,COMANDIEST.MAN.STANDARDNG,50,38
28859-079A,28859,079A,PASADOORLTD,ACCESSORIMANIGLIONEFAST,50,38
28859-0975,28859,0975,PASADOORLTD,"CONTOPIASTREINMETALLOPROFILI""PORTA""",50,35
28859-0981,28859,0981,PASADOORLTD,ACCESSORISERR.ALLUMINIO,50,0
28859-0982,28859,0982,PASADOORLTD,ACCESSORISERRATUREFERRO,50,0
28859-0987,28859,0987,PASADOORLTD,CONTROPIASTREINMETALLOPERSERR.ALLUMINIO,50,35
28859-2144,28859,2144,PASADOORLTD,SERRATURAMONTANTEANTIPANICOSIKUREXIT,50,35
28859-2147,28859,2147,PASADOORLTD,SERRATURAMULTIPUNTOANTIPANICO,50,35
28859-3066,28859,3066,PASADOORLTD,ATTUATOREELETTRICOPERSERR.AUTOMATICA,50,15
28859-3165,28859,3165,PASADOORLTD,"NUOVAMULTITOPMECC.TESTATA2.300MM-15,5",50,25
28859-3168,28859,3168,PASADOORLTD,MULTIPUNTOAUTOMATICA,50,15
32162-0754,32162,0754,MAVERICKINTERNATIONALLTD.,MANIGLIONEPUSHBARAPPLICAREFAST,50,38
32162-0755,32162,0755,MAVERICKINTERNATIONALLTD.,MANIGLIONETOUCHBARAPPLICAREFAST,50,38
32162-075A,32162,075A,MAVERICKINTERNATIONALLTD.,"MANIGLIAANTIPANICO""PUSHPAD""",50,40
32162-075E,32162,075E,MAVERICKINTERNATIONALLTD.,MANIGLIONE TOUCH BAR APPLICARE FAST ELETTRON,50,10
32162-075F,32162,075F,MAVERICKINTERNATIONALLTD.,MANIGLIONETOUCHBARINFILAREFASTELETTRON,50,10
32162-0787,32162,0787,MAVERICKINTERNATIONALLTD.,BARREMANIGLIONIEUROPA,50,40
32162-0788,32162,0788,MAVERICKINTERNATIONALLTD.,COMANDIEST.MAN.STANDARDNG,50,38
32162-079A,32162,079A,MAVERICKINTERNATIONALLTD.,ACCESSORIMANIGLIONEFAST,50,38
32162-0978,32162,0978,MAVERICKINTERNATIONALLTD.,ACC.MODULARE,50,0
32162-0980,32162,0980,MAVERICKINTERNATIONALLTD.,ACC.CILINDRI,50,76
32162-0981,32162,0981,MAVERICKINTERNATIONALLTD.,ACCESSORISERR.ALLUMINIO,50,30
32162-0982,32162,0982,MAVERICKINTERNATIONALLTD.,ACCESSORISERRATUREFERRO,50,30
32162-0984,32162,0984,MAVERICKINTERNATIONALLTD.,ACCESSORIPERPB,50,32
32162-0997,32162,0997,MAVERICKINTERNATIONALLTD.,ACCESSORIPERCORPIELETTRICI,50,40
32162-1052,32162,1052,MAVERICKINTERNATIONALLTD.,CORPIELETTRICI,50,40
32162-2021,32162,2021,MAVERICKINTERNATIONALLTD.,SERR.EL.INFILARELEGNO,50,10
32162-2145,32162,2145,MAVERICKINTERNATIONALLTD.,SERR.MECC.MONT.ANTIPANICOFIRE,50,25
32162-2146,32162,2146,MAVERICKINTERNATIONALLTD.,SERR.MECC.INFILAREANTIPANICOFERRO,50,45
32162-2193,32162,2193,MAVERICKINTERNATIONALLTD.,SERR.D.T.DM.RIC.+CIL.,50,50
32162-2194,32162,2194,MAVERICKINTERNATIONALLTD.,SERR.D.T.CIL.CREM.+CIL.,50,24
32162-2195,32162,2195,MAVERICKINTERNATIONALLTD.,CILINDRO A MAPPE,50,10
32162-2200,32162,2200,MAVERICKINTERNATIONALLTD.,SERR.CIL.APPLICAREXP.BLINDATE,50,24
32162-2207,32162,2207,MAVERICKINTERNATIONALLTD.,SERR.DMA6NOT.XP.BLINDATE,50,50
32162-2210,32162,2210,MAVERICKINTERNATIONALLTD.,SERR.CIL.INFILAREXP.BLINDATE,50,24
32162-2211,32162,2211,MAVERICKINTERNATIONALLTD.,SERR.APPL.DM RICIFRABILE,50,50
32162-2212,32162,2212,MAVERICKINTERNATIONALLTD.,SERR.INF.DMRICIFRABILE,50,50
32162-2214,32162,2214,MAVERICKINTERNATIONALLTD.,SERR.CIL.INFILAREXPORTEBLINDATE(L.C.),50,15
32162-2215,32162,2215,MAVERICKINTERNATIONALLTD.,SERR.CIL.INFILAREXP.BLINDATE(RESIDENZIALE,50,24
32162-2216,32162,2216,MAVERICKINTERNATIONALLTD.,SERR.CIL.INFILAREXP.BLINDATE(ANTIPANICO),50,24
32162-2217,32162,2217,MAVERICKINTERNATIONALLTD.,SERR.DMI6NOT.XP.BLINDATE,50,50
32162-2805,32162,2805,MAVERICKINTERNATIONALLTD.,C2000EURO,50,15
32162-2807,32162,2807,MAVERICKINTERNATIONALLTD.,C2000VARI,50,15
32162-2862,32162,2862,MAVERICKINTERNATIONALLTD.,ASTRALSFRIZ.,50,0
32162-2B00,32162,2B00,MAVERICKINTERNATIONALLTD.,SERR.CILIN.APP.BLOCCO,50,32
32162-3042,32162,3042,MAVERICKINTERNATIONALLTD.,SERR.EL.MONT.SICUREZZA,50,0
32162-3044,32162,3044,MAVERICKINTERNATIONALLTD.,MULTIP.EL.SICUREZZA,50,20
32162-3133,32162,3133,MAVERICKINTERNATIONALLTD.,SERR.MONT.SICUREZZA,50,41
32162-3878,32162,3878,MAVERICKINTERNATIONALLTD.,AP4SMODULO,50,30
32162-4112,32162,4112,MAVERICKINTERNATIONALLTD.,LOGOINFILARECILINDRO,50,14
32162-4801,32162,4801,MAVERICKINTERNATIONALLTD.,LOGO EUROPEO,50,30
29523-0854,29523,0854,BERLINEREOOD,ALPHA PUSH APPLICARE,50,30
29523-0855,29523,0855,BERLINEREOOD,ALPHA TOUCH APPLICARE,50,30
29523-0887,29523,0887,BERLINEREOOD,ALPHA BARRA,50,30
29523-0888,29523,0888,BERLINEREOOD,ALPHA COMANDI ESTERNI,50,30
29523-080A,29523,080A,BERLINEREOOD,ALPHA CHIUSURE SUPPLEMENTARI,50,30
29523-080K,29523,080K,BERLINEREOOD,ALPHA KIT,50,30
29523-0897,29523,0897,BERLINEREOOD,ALPHA INCONTRI ELETTRICI,50,0
29523-0898,29523,0898,BERLINEREOOD,ALPHA ACCESSORI,50,0
31455-0854,31455,0854,BIBIMILENMARINOVET,ALPHA PUSH APPLICARE,50,30
31455-0855,31455,0855,BIBIMILENMARINOVET,ALPHA TOUCH APPLICARE,50,30
31455-0887,31455,0887,BIBIMILENMARINOVET,ALPHA BARRA,50,30
31455-0888,31455,0888,BIBIMILENMARINOVET,ALPHA COMANDI ESTERNI,50,30
31455-080A,31455,080A,BIBIMILENMARINOVET,ALPHA CHIUSURE SUPPLEMENTARI,50,30
31455-080K,31455,080K,BIBIMILENMARINOVET,ALPHA KIT,50,30
31455-0897,31455,0897,BIBIMILENMARINOVET,ALPHA INCONTRI ELETTRICI,50,0
31455-0898,31455,0898,BIBIMILENMARINOVET,ALPHA ACCESSORI,50,0
28859-0854,28859,0854,PASADOORLTD,ALPHA PUSH APPLICARE,50,30
28859-0855,28859,0855,PASADOORLTD,ALPHA TOUCH APPLICARE,50,30
28859-0887,28859,0887,PASADOORLTD,ALPHA BARRA,50,30
28859-0888,28859,0888,PASADOORLTD,ALPHA COMANDI ESTERNI,50,30
28859-080A,28859,080A,PASADOORLTD,ALPHA CHIUSURE SUPPLEMENTARI,50,30
28859-080K,28859,080K,PASADOORLTD,ALPHA KIT,50,30
28859-0897,28859,0897,PASADOORLTD,ALPHA INCONTRI ELETTRICI,50,0
28859-0898,28859,0898,PASADOORLTD,ALPHA ACCESSORI,50,0
32162-0854,32162,0854,MAVERICKINTERNATIONALLTD.,ALPHA PUSH APPLICARE,50,30
32162-0855,32162,0855,MAVERICKINTERNATIONALLTD.,ALPHA TOUCH APPLICARE,50,30
32162-0887,32162,0887,MAVERICKINTERNATIONALLTD.,ALPHA BARRA,50,30
32162-0888,32162,0888,MAVERICKINTERNATIONALLTD.,ALPHA COMANDI ESTERNI,50,30
32162-080A,32162,080A,MAVERICKINTERNATIONALLTD.,ALPHA CHIUSURE SUPPLEMENTARI,50,30
32162-080K,32162,080K,MAVERICKINTERNATIONALLTD.,ALPHA KIT,50,30
32162-0897,32162,0897,MAVERICKINTERNATIONALLTD.,ALPHA INCONTRI ELETTRICI,50,0
